0095765,Cinema Paradiso,
0095853,Permanent Record,
0095903,The Prince of Pennsylvania,
0095953,Rain Man,
0096029,Salome's Last Dance,
0096283,My Neighbor Totoro,
0096639,Lonesome Dove,
0096874,Back to the Future Part II,
0096921,Beyond the Stars,
0097438,Gleaming the Cube,
0097574,Up to Date,
0097576,Indiana Jones and the Last Crusade,
0097626,Johnny Handsome,
0097814,Kiki's Delivery Service,
0099088,Back to the Future Part III,
0099348,Dances with Wolves,
0099423,Die Hard 2,
0099674,The Godfather: Part III,
0099685,Goodfellas,
0100150,Miller's Crossing,
0100822,Tune in Tomorrow...,
0100935,Wild at Heart,
0101258,Days of Being Wild,
0101414,Beauty and the Beast,
0102005,Harley Davidson and the Marlboro Man,
0102926,The Silence of the Lambs,
0103030,High Heels,
0103064,Terminator 2: Judgment Day,
0103595,1991: The Year Punk Broke,
0103644,Alien³,
0103760,Ammar Malas,
0104265,Final Analysis,
0104647,Kuffs,
0104652,Porco Rosso,
0104774,A Place in the World,
0105236,Reservoir Dogs,
0105665,Twin Peaks: Fire Walk with Me,
0105695,Unforgiven,
0105764,Visions of Light,
0106330,Az Karkheh ta Rhein,
0106949,Det forsømte forår,
0107048,Groundhog Day,
0107096,Heaven & Earth,
0107207,In the Name of the Father,
0107290,Jurassic Park,
0107315,Kika,
0108052,Schindler's List,
0108162,Sliver,
0108500,Les visiteurs,
0109686,Dumb & Dumber,
0109830,Forrest Gump,
0110008,Pom Poko,
0110357,The Lion King,
0110413,Léon: The Professional,
0110631,Nattevagten,
0110912,Pulp Fiction,
0110917,A Pure Formality,
0111161,The Shawshank Redemption,
0111408,That's Entertainment! III,
0111495,Three Colors: Red,
0112471,Before Sunrise,
0112573,Braveheart,
0112641,Casino,
0112864,Die Hard: With a Vengeance,
0112913,Fallen Angels,
0113068,Plot Summary submission guide,
0113083,The Flower of My Secret,
0113247,La Haine,
0113277,Heat,
0113568,Ghost in the Shell,
0113647,La ley de la frontera,
0113718,Lumière et compagnie,
0113725,Maborosi,
0113824,Mimi wo sumaseba,
0114369,Se7en,
0114709,Toy Story,
0114738,Truman,
0114746,Twelve Monkeys,
0114787,Underground,
0114814,The Usual Suspects,
0115322,Profiler,
0115644,Bed of Roses,
0116282,Fargo,
0116851,Leila,
0116852,Leily Ba Man Ast,
0116922,Lost Highway,
0117668,Brian Rawnsley <rawnsleb@natlib.govt.nz>,
0117951,Trainspotting,
0118177,Wiseguy,
0118583,Alien: Resurrection,
0118694,In the Mood for Love,
0118715,The Big Lebowski,
0118799,Life Is Beautiful,
0118845,Happy Together,
0118889,Cosmos,
0119038,The Dinner Game,
0119217,Good Will Hunting,
0119244,Hacks,
0119429,Julian Po,
0119488,L.A. Confidential,
0119576,Another Nine & a Half Weeks,
0119698,Princess Mononoke,
0120363,Toy Story 2,
0120382,The Truman Show,
0120391,24 7: Twenty Four Seven,
0120512,Wild America,
0120586,American History X,
0120623,A Bug's Life,
0120689,The Green Mile,
0120696,Hard Rain,
0120723,Kissing a Fool,
0120735,Lock Stock and Two Smoking Barrels,
0120737,The Lord of the Rings: The Fellowship of the Ring,
0120787,A Perfect Murder,
0120815,Saving Private Ryan,
0120915,Star Wars: Episode I - The Phantom Menace,
0121765,Star Wars: Episode II - Attack of the Clones,
0121766,Star Wars: Episode III - Revenge of the Sith,
0125919,Massage Parlor Wife,
0126029,Shrek,
0126423,Pete's Meteor,
0128292,Knoflíkári,
0133093,The Matrix,
0137523,Fight Club,
0143428,Lone Wolf and Cub: Baby Cart in the Land of Demons,
0145777,Fraghera,
0156248,Un 32 août sur terre,
0157075,The Suburbans,
0160182,Desperate But Not Serious,
0161292,Bleeder,
0162480,Mr. & Mrs. Khiladi,
0165857,Let's Talk About Sex,
0166375,P. Jubois <mayhem2k@hotmail.com>,
0166896,The Straight Story,
0166924,Mulholland Dr.,
0167260,The Lord of the Rings: The Return of the King,
0167261,The Lord of the Rings: The Two Towers,
0167331,Pelísky,
0167404,The Sixth Sense,
0169102,Lagaan: Once Upon a Time in India,
0169214,BOB STEBBINS <stebinsbob@aol.com>,
0169547,American Beauty,
0171825,The Thin Pink Line,
0172495,Gladiator,
0175880,Magnolia,
0177511,The Glass Agency,
0177858,In July,
0177882,Kebab Connection,
0180093,Requiem for a Dream,
0181852,Terminator 3: Rise of the Machines,
0184316,There Once Was a King...,
0187078,Gone in Sixty Seconds,
0192071,Get Over It,
0192952,AFI's 100 Years... 100 Movies: America's Greatest Movies,
0198781,Monsters Inc.,
0201368,Zügürt Aga,
0202559,A Room for Romeo Brass,
0208035,Anonymous,
0208092,Snatch.,
0209144,Memento,
0210843,El mismo amor la misma lluvia,
0211319,Cousin,
0211915,Amélie,
0217505,Gangs of New York,
0219288,Samotári,
0226461,Soft Hands,
0234215,The Matrix Reloaded,
0234853,The Tao of Steve,
0236027,Blinkende lygter,
0236216,The Filth and the Fury,
0240900,Slackers,
0242519,Hera Pheri,
0245429,Spirited Away,
0245574,Y Tu Mamá También,
0245712,Amores Perros,
0246578,Donnie Darko,
0246692,Gamle mænd i nye biler,
0247082,CSI: Crime Scene Investigation,
0247586,Nine Queens,
0252361,Davaro: Son Eskiya,
0252489,Hababam Sinifi Tatilde,
0252591,Kapicilar Krali,
0252597,Kibar Feyzo,
0253474,The Pianist,
0253614,Saban Oglu Saban,
0253621,Sakar Sakir,
0253828,Tosun Pasa,
0253997,Çöpçüler Krali,
0255111,Dhadkan,
0263206,Christmas in South Park,
0264464,Catch Me If You Can,
0266222,American Beauty,
0266543,Finding Nemo,
0266697,Kill Bill: Vol. 1,
0268380,Ice Age,
0268978,A Beautiful Mind,
0269746,Ni na bian ji dian,
0272338,Punch-Drunk Love,
0273719,En kort en lang,
0275140,Law & Order: Criminal Intent,
0279362,The Real Thing,
0279695,Blackwoods,
0280387,Plot Summary submission guide,
0280720,The Guru,
0280745,duke1029@aol.com,
0282856,Porn Star: The Legend of Ron Jeremy,
0285930,Powder Keg,
0287467,Talk to Her,
0288408,<MonkeyKingMA@aol.com>,
0291337,Max Payne,
0292242,Solino,
0292490,Dil Chahta Hai,
0292542,Son of the Bride,
0294413,Buck Naked Arson,
0301684,Once Upon a Time in the Midlands,
0302691,King Lear,
0304141,Harry Potter and the Prisoner of Azkaban,
0315733,21 Grams,
0317219,Cars,
0317248,City of God,
0317676,House of the Dead,
0317705,The Incredibles,
0319020,Awara Paagal Deewana,
0320042,Kamchatka,
0325980,Pirates of the Caribbean: The Curse of the Black Pearl,
0327597,Coraline,
0329330,Common Ground,
0329347,I Am Taraneh I Am Fifteen Years Old,
0335266,Lost in Translation,
0337978,Live Free or Die Hard,
0338013,Eternal Sunshine of the Spotless Mind,
0338564,Infernal Affairs,
0342492,De grønne slagtere,
0347048,Head-On,
0347149,Howl's Moving Castle,
0347618,Neko no ongaeshi,
0350945,Fluffy Cumsalot Porn Star,
0353969,Memories of Murder,
0355538,duke1029@aol.com,
0361748,Inglourious Basterds,
0363163,Downfall,
0364569,Oldeuboi,
0366635,Jedna ruka netleská,
0367110,Swades,
0367882,Indiana Jones and the Kingdom of the Crystal Skull,
0371746,Iron Man,
0372784,Batman Begins,
0374153,Raghs dar ghobar,
0374546,Spring Summer Fall Winter... and Spring,
0374887,Munna Bhai M.B.B.S.,
0378194,Kill Bill: Vol. 2,
0381681,Before Sunset,
0382734,Harvie Krumpet,
0382932,Ratatouille,
0384134,Give and Take and Take,
0385277,Santuri,
0385890,My Big Fat Independent Movie,
0387056,The Beast Within: The Making of 'Alien',
0387374,The Making of 'Alien³',
0387616,Superior Firepower: The Making of 'Aliens',
0389153,Medal of Honor: Pacific Assault,
0395169,Hotel Rwanda,
0396743,Muhammad: Legacy of a Prophet,
0397619,Samaritan Girl,
0398286,Tangled,
0400270,Cake Boy,
0401792,Sin City,
0405094,The Lives of Others,
0405159,Million Dollar Baby,
0405508,Rang De Basanti,
0407887,The Departed,
0409459,Watchmen,
0416960,The Lizard,
0417550,Confession,
0418460,Aitraaz,
0418769,Daniel Timothy Dey,
0419058,Phir Hera Pheri,
0424434,Beautiful City,
0425253,Mini's First Time,
0425379,Pusher III,
0425388,Ramones Raw,
0430676,Ti piace Hitchcock?,
0434409,V for Vendetta,
0435761,Toy Story 3,
0436374,El habitante incierto,
0438584,Gabriel Peters-Lazaro,
0440963,The Bourne Ultimatum,
0441748,Cyxork 7,
0441773,Kung Fu Panda,
0442655,Plot Summary submission guide,
0443604,Paradise Texas,
0449465,Plot Summary submission guide,
0449467,Babel,
0451094,Sympathy for Lady Vengeance,
0452643,Love and Other Disasters,
0453671,Garam Masala,
0457430,Pan's Labyrinth,
0458339,Captain America: The First Avenger,
0459242,Crossing the Bridge: The Sound of Istanbul,
0462448,Need for Speed: Most Wanted,
0462570,Tiempo de valientes,
0468569,The Dark Knight,
0469494,There Will Be Blood,
0470752,Ex Machina,
0472027,John Adams,
0472566,Star Wreck: In the Pirkinning,
0477348,No Country for Old Men,
0482571,The Prestige,
0483703,Kheili dour kheili nazdik,
0483719,The Living and the Dead,
0492878,Drake and Josh Go Hollywood,
0495596,Gedo senki,
0499549,Avatar,
0530517,Finding Nimmo,
0554560,Art Attack,
0582355,Frasier,
0582568,Frasier,
0588160,Gilmore Girls,
0655395,12 to the Moon,
0655442,Mystery Science Theater 3000,
0658016,NCIS,
0672487,Peep Show,
0681198,Vanessa 38-24-36,
0701242,The Heartbroke Kid,
0701275,The Simpsons,
0706388,Dissolution,
0751066,The X-Files,
0758368,The Simpsons,
0758758,Into the Wild,
0762956,ReBoot,
0766129,Futurama,
0770828,Man of Steel,
0776519,Mystery Science Theater 3000,
0776527,Mystery Science Theater 3000,
0800099,Joe Strummer: The Future Is Unwritten,
0805184,Bhagam Bhag,
0808417,Persepolis,
0808506,Toki o kakeru shôjo,
0810819,The Danish Girl,
0815467,Plot Summary submission guide,
0816692,Interstellar,
0825279,20 Years After,
0831020,CSI: Crime Scene Investigation,
0831457,Comedy Central Presents,
0831888,Tekkonkinkreet,
0845439,Chaharshanbe-soori,
0848228,The Avengers,
0851578,Paprika,
0862467,Valhalla Rising,
0876563,Ponyo,
0886290,Ugly Betty,
0892769,How to Train Your Dragon,
0903624,The Hobbit: An Unexpected Journey,
0905372,The Thing,
0910970,WALL·E,
0914790,Plot Summary submission guide,
0944947,Game of Thrones,
0964517,The Fighter,
0973844,Chacun son cinéma ou Ce petit coup au coeur quand la lumière s'éteint et que le film commence,
0975645,Hitchcock,
0978762,Mary and Max,
0983213,5 Centimeters Per Second,
0993846,The Wolf of Wall Street,
0995031,Bhool Bhulaiyaa,
0997246,Avaze gonjeshk-ha,
1010048,Slumdog Millionaire,
1020796,Plot Summary submission guide,
1025011,hep kat,
1027878,50 to 01: Great Movie One Liners,
1028532,Hachi: A Dog's Tale,
1032755,RocknRolla,
1033498,Selected Shorts #5: Comedy Shorts,
1034314,Iron Sky,
1044818,Irvine Welsh,
1049413,Up,
1054486,Futurama: Bender's Game,
1054487,Futurama: Into the Wild Green Yonder,
1063111,Small Town Saturday Night,
1064932,Bienvenue chez les Ch'tis,
1065073,Boyhood,
1080585,Dangerous Days: Making Blade Runner,
1087578,Still Walking,
1110251,Every Pixel Tells a Story,
1113810,Mim mesle madar,
1130884,Shutter Island,
1139800,La fille de Monaco,
1153546,BloodRayne: The Third Reich,
1156640,American Dad!,
1160424,Who Killed Nancy?,
1164999,Biutiful,
1166100,Ghajini,
1170358,The Hobbit: The Desolation of Smaug,
1170393,Dayereh-e zangi,
1172570,Bronson,
1175491,W.,
1179933,10 Cloverfield Lane,
1187043,3 Idiots,
1194238,Polytechnique,
1201607,Harry Potter and the Deathly Hallows: Part 2,
1205489,Gran Torino,
1207585,Episode #25.9,
1210864,American Dad!,
1212450,Lawless,
1220719,Yip Man,
1228816,Greek,
1230385,Hwanghae,
1245339,Terminator: The Sarah Connor Chronicles,
1255891,Next Floor,
1255953,Incendies,
1273222,These Amazing Shadows,
1291584,Warrior,
1305806,The Secret in Their Eyes,
1322835,Star Wars: The Clone Wars,
1323594,Despicable Me,
1335923,Episode #4.65,
1345836,The Dark Knight Rises,
1358997,The Mustachioed Bandit Meets His End,
1360860,Darbareye Elly,
1366328,Plot Summary submission guide,
1371630,Air Doll,
1375666,Inception,
1379092,Oil City Confidential,
1392190,Mad Max: Fury Road,
1392214,Prisoners,
1431045,Deadpool,
1445683,Great Directors,
1454029,The Help,
1470171,Abandoned,
1492090,Planet Sheen,
1504320,The King's Speech,
1509797,D'amour et d'eau fraîche,
1520211,The Walking Dead,
1529235,Benvenuti al sud,
1533395,Life,
1535224,Episode #26.28,
1539948,Episode #8.37,
1541775,The 82nd Annual Academy Awards,
1542852,Carancho,
1560747,The Master,
1568921,The Secret World of Arrietty,
1587501,Chuck,
1593620,Million Dollar Movie Week 5,
1596363,The Big Short,
1621800,How to Train Your Dragon,
1623877,Episode #26.147,
1625351,The 83rd Annual Academy Awards,
1626811,Cameraman: The Life and Work of Jack Cardiff,
1646971,How to Train Your Dragon 2,
1662472,Episode #8.160,
1663202,The Revenant,
1675434,The Intouchables,
1683263,NCIS,
1686036,Film Noir,
1705786,Chinese Take-Out,
1706450,Molke Soleiman,
1722426,Auschwitz,
1725593,The Office,
1772341,Wreck-It Ralph,
1796395,Alzheimer's,
1798188,From Up on Poppy Hill,
1812603,Kevin Spacey,
1815138,Mokhtarnameh,
1817213,Anonymous,
1832382,Jodaeiye Nader az Simin,
1833673,Dhoom:3,
1843866,Captain America: The Winter Soldier,
1853614,Momo e no tegami,
1853728,Django Unchained,
1877832,X-Men: Days of Future Past,
1895587,Spotlight,
1915446,Little Nemo,
1924396,The Best Offer,
1928501,El pacto de Berlín,
1937149,The Body,
1954263,Battlefield 3,
1977647,Weeds,
1979320,Rush,
1979388,The Good Dinosaur,
1986451,Imam Ali,
1987018,Un heureux événement,
2013293,Kaze tachinu,
2015381,Guardians of the Galaxy,
2024544,12 Years a Slave,
2040140,Exorcist 2,
2063241,Farouk Omar,
2080374,Steve Jobs,
2082197,Barfi!,
2084970,The Imitation Game,
2096673,Inside Out,
2106476,Jagten,
2112281,Tangled Ever After,
2126154,This Is England '88,
2128314,New American Independents & the Digital Revolution,
2128662,Peep Show,
2140203,Ookami kodomo no Ame to Yuki,
2141777,Crawlspace,
2175948,Grave of the Fireflies,
2191311,RR's Oscar Predictions: Best Picture,
2207072,Eyjafjallajökull,
2209418,Before Midnight,
2221870,My DVD/Blu-Ray Collection,
2245084,Big Hero 6,
2253832,The Dark Knight Rises,
2262726,Episode #20.184,
2265866,ERod vs. Episode I Vol. 1,
2267968,Kung Fu Panda 3,
2267998,Gone Girl,
2273361,Synopsis submission guide,
2278388,The Grand Budapest Hotel,
2281977,Los premios Óscar,
2282016,The Possession of Michael King,
2289526,Un beau dimanche,
2294629,Frozen,
2316411,Enemy,
2328503,Ko-ri-a,
2338151,PK,
2352148,The Real Housewives of New York City,
2381111,Brooklyn,
2382298,Life Itself,
2395427,Avengers: Age of Ultron,
2399900,Four Twenty,
2402927,Carol,
2404461,Le passé,
2433380,Castle,
2461862,The Oscars,
2488496,Star Wars: Episode VII - The Force Awakens,
2495118,Yip Man: Jung gik yat jin,
2517658,The Canal,
2554790,The Dark Knight Begins Rising,
2562232,Birdman or (The Unexpected Virtue of Ignorance),
2576852,The Tale of the Princess Kaguya,
2582802,Whiplash,
2597242,At the Devil's Door,
2606112,The Devil Incarnate,
2645000,The Sarnos: A Life in Dirty Movies,
2660294,Candlestick,
2709670,Episode #21.101,
2719688,Oz the Great and Powerful,
2768348,Cyndi Lauper: Still So Unusual,
2768802,Mickey Mouse,
2802144,Kingsman: The Secret Service,
2848876,Howze Naghashi,
2914030,Plot Summary submission guide,
2916510,Tirez la langue mademoiselle,
2948356,Zootopia,
2980516,The Theory of Everything,
3011894,Relatos salvajes,
3038142,Inner Demons,
3056222,Clark Gable,
3071610,Anonymous,
3084150,Yousuf e Payambar,
3141396,Episode #7.134,
3170832,Room,
3202320,Taiwanese School: The Experiment of Sergei Eisenstein's Montage Theory,
3262722,71st Golden Globe Awards,
3280916,The Atticus Institute,
3323596,Henry Fonda,
3385860,A Belly Full of Anger,
3397884,Sicario,
3421514,Supercondriaque,
3460252,The Hateful Eight,
3468492,Fatal Games,
3477194,Plot Summary submission guide,
3484064,Summer Special 2009/10,
3531496,Rastakhiz: Rooze Rastakhiz,
3560084,NCIS: New Orleans,
3561828,Diablo III: Reaper of Souls,
3659388,The Martian,
3682448,Bridge of Spies,
3696192,Singh Is Bliing,
3706770,Maya Rudolph/Robert Duvall/Lily Allen,
3803820,Pri Para,
3804350,King Lear,
3863552,Bajrangi Bhaijaan,
3896260,The Wolf of Wall Street,
3921314,Muhammad: The Messenger of God,
4017092,Plot Summary submission guide,
4040386,Les loups,
4062536,Green Room,
4066098,Tyler Perry/Miles Teller/Lucinda Williams,
4070214,Lindsay Ellis,
4381314,Scream Queens,
4386262,Wanda Sykes/Angie Harmon/Two Gallants,
4399942,73rd Golden Globe Awards,
4469496,Plot Summary submission guide,
4523734,The Girl Who Leapt Through Time,
4593298,Plot Summary submission guide,
4661634,Episode #72.78,
4778892,Toy Story (Feat. Will Sasso),
4834516,Bicycle Thieves,
4837300,Jimmy L.,
4838176,Terminator Genisys,
4844494,Plans for Balto 4 & 5 Part 2,
4881190,Villeurbanne & Lincoln,
4921710,Deadpool Trailer Fantastic Four Prometheus 2,
4935372,The Devil's Candy,
4946702,Episode #2.10,
4966952,Carlos from Spain,
4991632,The 88th Annual Academy Awards,
5182350,Sam Rockwell/Cristin Milioti/Neil Cavuto/Jeremy Gara,
5308752,Christian Slater/Retta/Sam Hunt/Matt Sorum,
5312004,Synopsis submission guide,
5468636,Episode dated 12 February 2016,
